3777.0,3186.0,3807.0,4077.0,3566.0,4644.0,5193.0,6833.0,6751.0,11384.0,11343.0,11503.0,8663.0,11229.0,10381.0,12128.0,12131.0,13368.0,13891.0,13418.0,14878.0,14132.0,13799.0,14737.0,15161.0,17468.0,17097.0,15146.0,17060.0,15482.0,16888.0,16586.0,16401.0,18106.0,20447.0,17672.0,18856.0,19343.0,19754.0,19685.0,22139.0,20235.0,19437.0,19211.0,23744.0,21630.0,19828.0,24134.0,21430.0,23221.0,22407.0,23305.0,22130.0,21604.0,21514.0,23620.0,21167.0,20365.0,19236.0
3227.0,2853.0,3765.0,3424.0,3431.0,3851.0,4942.0,5774.0,6680.0,9804.0,9633.0,11292.0,8532.0,9740.0,10305.0,11632.0,10790.0,11579.0,12685.0,13182.0,14141.0,13348.0,13280.0,14338.0,15103.0,17262.0,15389.0,14983.0,15443.0,15444.0,16308.0,16219.0,16206.0,17448.0,19911.0,17118.0,17976.0,19117.0,19022.0,19197.0,20417.0,20050.0,18184.0,18955.0,21581.0,20458.0,19795.0,22260.0,21185.0,20921.0,22294.0,22317.0,21407.0,20294.0,20791.0,20472.0,21092.0,20341.0,18835.0
2665.0,2781.0,2931.0,3209.0,3264.0,3750.0,4932.0,5226.0,5455.0,9653.0,9277.0,9648.0,8458.0,9543.0,10134.0,11330.0,10595.0,11091.0,12190.0,12762.0,13682.0,13306.0,13224.0,14324.0,14925.0,16886.0,15368.0,14803.0,15077.0,15355.0,15998.0,15862.0,15743.0,17301.0,19195.0,17020.0,17899.0,18708.0,18825.0,19092.0,19293.0,20044.0,18007.0,18629.0,21557.0,20376.0,19043.0,21457.0,20895.0,20863.0,21283.0,21661.0,21019.0,19603.0,20694.0,20308.0,20998.0,20326.0,18608.0
2559.0,2586.0,2685.0,3029.0,3205.0,3618.0,4722.0,4794.0,5363.0,8562.0,9077.0,9534.0,8182.0,9415.0,9701.0,11207.0,10565.0,10786.0,12017.0,12733.0,13565.0,13126.0,13008.0,13751.0,14848.0,15922.0,14862.0,14287.0,14469.0,15203.0,15880.0,15801.0,15381.0,17203.0,18597.0,16538.0,17547.0,18562.0,18680.0,18975.0,19000.0,19988.0,17596.0,18598.0,21305.0,20288.0,18965.0,20763.0,20338.0,20214.0,20734.0,21165.0,20898.0,19288.0,20523.0,20007.0,20507.0,20042.0,18461.0
1903.0,2123.0,2488.0,2989.0,3190.0,3528.0,4409.0,4770.0,5157.0,8431.0,8960.0,9502.0,8042.0,9404.0,9635.0,11158.0,10440.0,10595.0,11643.0,11949.0,13125.0,12848.0,12947.0,13484.0,14393.0,15812.0,14833.0,14253.0,14424.0,15079.0,15768.0,15777.0,15190.0,17169.0,18471.0,16504.0,17308.0,18378.0,18539.0,18930.0,18759.0,19627.0,17496.0,18231.0,21028.0,20263.0,18689.0,19788.0,19721.0,20158.0,20634.0,21091.0,20752.0,19186.0,20453.0,19555.0,20366.0,20010.0,18367.0
1336.0,2067.0,2460.0,2982.0,3130.0,3520.0,4381.0,4691.0,5019.0,8165.0,8673.0,9200.0,7994.0,9143.0,9483.0,11085.0,10140.0,10205.0,11450.0,11884.0,13040.0,12699.0,12885.0,13085.0,14028.0,15302.0,14731.0,14151.0,14267.0,15066.0,15730.0,15606.0,15170.0,16835.0,18064.0,16384.0,17005.0,18174.0,18129.0,18676.0,17867.0,19544.0,17353.0,18081.0,20831.0,20257.0,18680.0,19753.0,19714.0,19948.0,20264.0,20997.0,20700.0,19181.0,20213.0,19324.0,20219.0,19945.0,18351.0
1285.0,2059.0,2401.0,2962.0,3125.0,3483.0,4350.0,4609.0,4934.0,8031.0,8627.0,9059.0,7737.0,8860.0,9435.0,9896.0,10011.0,9858.0,11069.0,11868.0,12881.0,12613.0,12802.0,12787.0,13768.0,15092.0,14645.0,14087.0,14201.0,14898.0,15551.0,15578.0,15105.0,16760.0,17825.0,16353.0,16979.0,18015.0,18068.0,18642.0,17843.0,19228.0,17310.0,17747.0,20824.0,20012.0,18609.0,19652.0,19567.0,19813.0,20189.0,20400.0,20531.0,18819.0,19920.0,19309.0,20156.0,19875.0,18322.0
877.0,1877.0,2377.0,2937.0,3023.0,3441.0,4126.0,4441.0,4915.0,7911.0,8605.0,8928.0,7634.0,8689.0,9365.0,9775.0,9706.0,9830.0,10959.0,11789.0,12840.0,12581.0,12749.0,12744.0,13415.0,15077.0,14624.0,14062.0,14059.0,14849.0,15518.0,15303.0,15094.0,16637.0,17580.0,16346.0,16811.0,17866.0,18060.0,18575.0,17578.0,19084.0,17151.0,17573.0,20475.0,19787.0,18494.0,19533.0,19515.0,19409.0,20189.0,19845.0,20297.0,18473.0,19830.0,19243.0,19837.0,19793.0,18248.0
876.0,1776.0,2326.0,2930.0,3004.0,3439.0,4074.0,4430.0,4902.0,7760.0,8400.0,8855.0,7610.0,8611.0,9339.0,9362.0,9629.0,9645.0,10775.0,11402.0,12824.0,12375.0,12715.0,12733.0,13340.0,15010.0,14482.0,13803.0,13896.0,14596.0,15394.0,15278.0,14988.0,16467.0,17185.0,15855.0,16763.0,17748.0,18022.0,18282.0,17575.0,19042.0,16977.0,17483.0,20149.0,19736.0,18492.0,19492.0,19468.0,19365.0,20036.0,19826.0,19990.0,18429.0,19700.0,19237.0,19801.0,19650.0,18210.0
591.0,1764.0,2255.0,2918.0,2902.0,3419.0,3981.0,4404.0,4891.0,7518.0,8399.0,8847.0,7472.0,8416.0,9289.0,9056.0,9628.0,9601.0,10720.0,11270.0,12621.0,12374.0,12659.0,12666.0,13186.0,14703.0,14434.0,13720.0,13707.0,14289.0,15099.0,15125.0,14896.0,16401.0,17147.0,15713.0,16638.0,17426.0,17962.0,18233.0,17493.0,18961.0,16966.0,17339.0,20050.0,19506.0,18406.0,19068.0,19459.0,19063.0,19930.0,19736.0,19789.0,18356.0,19700.0,19190.0,19771.0,19647.0,18072.0
