   -0.114897E+02   -0.114897E+02   -0.114897E+02   -0.114897E+02
    0.383488E+02    0.383488E+02    0.383488E+02    0.383488E+02
    0.357164E-01    0.357164E-01    0.357164E-01    0.357164E-01
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
   -0.330629E+03   -0.330629E+03   -0.330629E+03   -0.330629E+03
    0.384709E+02    0.384709E+02    0.384709E+02    0.384709E+02
   -0.205905E-01   -0.205905E-01   -0.205905E-01   -0.205905E-01
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.291606E+00    0.291606E+00    0.291606E+00    0.291606E+00
    0.260764E-01    0.260764E-01    0.260764E-01    0.260764E-01
   -0.242093E-04   -0.242093E-04   -0.242093E-04   -0.242093E-04
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.859441E+01    0.859441E+01    0.859441E+01    0.859441E+01
    0.259937E-01    0.259937E-01    0.259937E-01    0.259937E-01
    0.139567E-04    0.139567E-04    0.139567E-04    0.139567E-04
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00
