    0.144261E+02    0.144261E+02    0.144261E+02    0.144261E+02
    0.117802E+03    0.117802E+03    0.117802E+03    0.117802E+03
    0.217622E+01    0.217622E+01    0.217622E+01    0.217622E+01
   -0.127933E+00   -0.127933E+00   -0.127933E+00   -0.127933E+00
    0.422730E+00    0.422730E+00    0.422730E+00    0.422730E+00
   -0.232196E+00   -0.232196E+00   -0.232196E+00   -0.232196E+00
   -0.146875E+02   -0.146875E+02   -0.146875E+02   -0.146875E+02
    0.123669E+03    0.123669E+03    0.123669E+03    0.123669E+03
    0.196767E+00    0.196767E+00    0.196767E+00    0.196767E+00
    0.167311E+00    0.167311E+00    0.167311E+00    0.167311E+00
   -0.732200E+00   -0.732200E+00   -0.732200E+00   -0.732200E+00
    0.246345E+00    0.246345E+00    0.246345E+00    0.246345E+00
   -0.124685E+00   -0.124685E+00   -0.124685E+00   -0.124685E+00
    0.849789E-02    0.849789E-02    0.849789E-02    0.849789E-02
   -0.145327E-03   -0.145327E-03   -0.145327E-03   -0.145327E-03
    0.874379E-07    0.874379E-07    0.874379E-07    0.874379E-07
   -0.260462E-06   -0.260462E-06   -0.260462E-06   -0.260462E-06
    0.120905E-06    0.120905E-06    0.120905E-06    0.120905E-06
    0.118975E+00    0.118975E+00    0.118975E+00    0.118975E+00
    0.810307E-02    0.810307E-02    0.810307E-02    0.810307E-02
   -0.991725E-05   -0.991725E-05   -0.991725E-05   -0.991725E-05
   -0.955618E-07   -0.955618E-07   -0.955618E-07   -0.955618E-07
    0.393033E-06    0.393033E-06    0.393033E-06    0.393033E-06
   -0.143661E-06   -0.143661E-06   -0.143661E-06   -0.143661E-06
